Passenger_ID,Stop_ID,Latitude,Longitude,Boarding,Alighting,Passenger_Count,Time,Day,Weather,Traffic_Level,Road_Width,Population_Density,Land_Use,Distance_to_Next_Stop_m,Bus_Frequency,Waiting_Time_min,Bus_Dwell_Time_sec,Walking_Distance_m,Occupancy_pct,Peak_Hour,Bus_Route
8931,BS002,13.030912,77.541948,18,6,51,18:00,Wednesday,Sunny,High,16,10584,Residential,468,12,15,56,475,38,Yes,R01
8932,BS001,13.05125,77.565602,8,7,16,19:30,Friday,Rainy,High,11,11210,Commercial,525,6,15,53,393,34,Yes,R03
8933,BS016,13.0194,77.543481,22,9,60,12:00,Sunday,Rainy,Medium,12,11362,Commercial,699,15,12,58,78,45,No,R03
8934,BS045,13.0179,77.516404,35,18,58,17:15,Wednesday,Cloudy,Medium,27,4639,Residential,638,5,8,27,61,22,Yes,R01
8935,BS013,13.028024,77.549427,27,1,45,17:30,Wednesday,Sunny,High,24,9351,Residential,588,9,8,40,406,100,Yes,R02
8936,BS018,13.071032,77.511516,32,25,67,09:45,Tuesday,Sunny,High,17,7147,Mixed,505,12,2,59,81,83,Yes,R03
8937,BS028,13.005388,77.569341,29,30,70,17:45,Monday,Sunny,High,19,7832,Institutional,420,11,4,27,198,73,Yes,R02
8938,BS021,13.061501,77.535186,28,16,72,18:15,Friday,Cloudy,Medium,16,11697,Commercial,619,16,10,16,55,93,Yes,R03
8939,BS012,13.012395,77.503769,1,22,35,08:00,Friday,Sunny,Low,28,9727,Mixed,647,12,12,38,70,44,Yes,R02
8940,BS035,13.035768,77.543485,5,29,38,08:00,Monday,Sunny,Low,13,5442,Institutional,352,20,5,38,197,33,Yes,R03
8941,BS011,13.009605,77.501258,28,26,67,19:45,Saturday,Sunny,Medium,10,10307,Mixed,616,16,7,15,412,41,Yes,R02
8942,BS002,13.026636,77.556633,12,25,63,07:15,Monday,Cloudy,Low,13,3317,Commercial,581,14,6,15,447,44,Yes,R02
8943,BS036,13.021089,77.555915,27,13,45,12:00,Friday,Sunny,Low,13,3578,Residential,534,8,9,25,98,64,No,R03
8944,BS034,13.068981,77.504933,20,4,36,07:30,Saturday,Rainy,Medium,8,9431,Institutional,478,18,9,44,227,20,Yes,R03
8945,BS043,13.067245,77.530814,18,2,32,08:15,Friday,Sunny,High,9,9886,Residential,463,7,12,59,377,90,Yes,R03
8946,BS026,13.013766,77.516044,37,29,66,08:30,Saturday,Rainy,Low,22,10395,Mixed,563,12,6,42,203,78,Yes,R03
8947,BS021,13.006579,77.567401,25,3,46,18:15,Tuesday,Cloudy,Medium,28,3816,Residential,384,5,3,53,490,83,Yes,R02
8948,BS030,13.071032,77.524688,2,30,52,19:30,Friday,Sunny,Medium,13,3093,Residential,422,16,6,42,122,73,Yes,R03
8949,BS048,13.011446,77.553938,15,28,46,12:00,Friday,Rainy,Low,15,9277,Residential,289,7,13,58,435,46,No,R03
8950,BS005,13.037025,77.513242,30,15,63,09:15,Tuesday,Sunny,Medium,21,2910,Mixed,505,5,15,45,130,97,Yes,R03
8951,BS014,13.069667,77.526275,29,14,56,19:45,Friday,Rainy,Medium,12,1601,Institutional,410,7,14,49,335,32,Yes,R02
8952,BS032,13.048578,77.519221,40,21,63,09:15,Thursday,Cloudy,High,12,8758,Mixed,504,13,12,17,196,53,Yes,R03
8953,BS032,13.011473,77.538145,40,11,51,18:30,Tuesday,Cloudy,Medium,24,11364,Mixed,662,14,12,53,215,33,Yes,R02
8954,BS040,13.045831,77.511843,21,21,59,17:45,Sunday,Cloudy,Low,27,8832,Commercial,639,7,4,38,499,25,Yes,R02
8955,BS010,13.01071,77.518621,0,12,29,17:45,Thursday,Sunny,Medium,26,10359,Mixed,645,8,8,42,339,61,Yes,R02
8956,BS019,13.003383,77.542086,15,29,65,07:00,Friday,Cloudy,Medium,25,8906,Institutional,396,13,14,52,69,46,Yes,R01
8957,BS017,13.068362,77.524536,40,27,97,19:15,Wednesday,Rainy,Low,28,9436,Commercial,393,15,10,55,264,97,Yes,R03
8958,BS039,13.046637,77.552409,29,5,58,07:15,Monday,Cloudy,Low,21,9331,Commercial,399,10,14,56,264,54,Yes,R01
8959,BS017,13.040512,77.501093,22,16,46,19:15,Saturday,Rainy,Medium,16,8599,Residential,671,11,10,27,364,75,Yes,R02
8960,BS048,13.03585,77.494627,39,18,74,09:30,Thursday,Cloudy,Medium,16,10316,Commercial,427,17,15,34,371,36,Yes,R01
8961,BS030,13.062437,77.567776,8,6,14,12:30,Tuesday,Cloudy,High,29,8169,Residential,342,12,14,15,144,26,No,R01
8962,BS045,13.070653,77.545227,2,23,32,19:00,Monday,Sunny,Low,10,5031,Mixed,578,6,3,22,133,47,Yes,R03
8963,BS033,13.037113,77.497604,23,1,40,12:00,Tuesday,Cloudy,Medium,24,7341,Commercial,273,20,10,54,250,32,No,R03
8964,BS046,13.05881,77.517792,33,27,75,18:30,Friday,Rainy,Medium,26,1409,Mixed,413,9,15,38,459,41,Yes,R03
8965,BS039,13.073977,77.510129,33,22,78,19:00,Wednesday,Sunny,High,25,7330,Residential,315,10,3,18,262,26,Yes,R03
8966,BS042,13.064673,77.508088,32,2,35,12:30,Monday,Cloudy,High,14,11078,Institutional,446,10,11,31,253,55,No,R01
8967,BS016,13.076524,77.542963,4,24,34,08:00,Thursday,Sunny,Low,13,8320,Institutional,271,5,5,31,411,62,Yes,R01
8968,BS043,13.029528,77.56269,18,6,36,09:15,Monday,Cloudy,Low,13,6438,Residential,550,10,10,44,99,94,Yes,R02
8969,BS034,13.07402,77.563365,38,19,71,07:15,Sunday,Sunny,Low,8,8426,Commercial,466,10,14,25,356,51,Yes,R03
8970,BS001,13.077315,77.562509,24,1,50,07:45,Thursday,Cloudy,High,9,1168,Mixed,396,19,3,35,180,68,Yes,R01
8971,BS045,13.017502,77.540041,10,20,34,09:30,Thursday,Sunny,High,11,5572,Institutional,580,14,9,51,489,71,Yes,R01
8972,BS028,13.016724,77.496993,1,3,6,09:00,Monday,Cloudy,High,9,10777,Institutional,395,18,9,51,164,78,Yes,R02
8973,BS036,13.078874,77.553513,13,23,65,18:15,Wednesday,Cloudy,Low,30,1322,Institutional,409,20,8,45,94,81,Yes,R02
8974,BS039,13.024779,77.52149,14,3,17,19:00,Sunday,Rainy,Medium,16,3321,Commercial,571,13,2,43,134,54,Yes,R01
8975,BS034,13.063007,77.517671,5,11,38,17:00,Friday,Sunny,Medium,15,11650,Institutional,500,10,2,40,277,82,Yes,R03
8976,BS040,13.021363,77.495189,0,1,2,07:30,Monday,Rainy,Medium,23,11173,Residential,293,15,6,27,345,89,Yes,R03
8977,BS039,13.063974,77.562812,18,24,59,19:45,Saturday,Rainy,Low,21,4313,Mixed,626,17,3,21,472,58,Yes,R02
8978,BS037,13.004986,77.534533,22,16,52,17:00,Saturday,Cloudy,Low,14,4632,Commercial,498,15,8,48,66,35,Yes,R01
8979,BS038,13.016883,77.540796,4,26,45,08:00,Sunday,Sunny,Medium,29,4487,Residential,585,17,8,20,193,59,Yes,R02
8980,BS031,13.073994,77.525925,10,28,50,07:30,Saturday,Cloudy,Low,11,4584,Institutional,595,6,14,17,442,90,Yes,R03
8981,BS049,13.042324,77.539376,34,16,80,09:45,Tuesday,Cloudy,Low,22,11003,Residential,583,13,11,60,323,47,Yes,R02
8982,BS036,13.028149,77.516019,38,1,65,17:15,Friday,Cloudy,Low,8,1128,Mixed,629,10,13,19,414,42,Yes,R01
8983,BS021,13.043667,77.520049,12,4,18,18:30,Friday,Sunny,Low,24,11909,Institutional,276,16,11,26,53,77,Yes,R01
8984,BS016,13.050475,77.534367,11,30,60,12:45,Monday,Rainy,Low,27,2379,Residential,388,14,6,38,147,21,No,R01
8985,BS036,13.022818,77.517107,27,4,31,17:45,Thursday,Sunny,Medium,11,8104,Mixed,575,19,15,20,250,24,Yes,R03
8986,BS028,13.053639,77.496723,2,2,25,07:45,Friday,Sunny,Low,21,7069,Commercial,652,6,12,52,341,20,Yes,R02
8987,BS018,13.015528,77.534356,17,0,23,12:00,Tuesday,Rainy,High,20,10038,Commercial,260,19,10,55,204,37,No,R01
8988,BS026,13.069385,77.553289,26,10,49,17:00,Friday,Cloudy,Medium,9,4116,Mixed,432,13,8,15,467,57,Yes,R01
8989,BS002,13.044489,77.538282,35,24,62,19:45,Saturday,Sunny,High,12,3240,Institutional,636,20,11,58,162,44,Yes,R03
8990,BS034,13.01137,77.550493,35,10,73,19:00,Friday,Sunny,High,30,1390,Mixed,700,5,6,23,246,99,Yes,R02
8991,BS043,13.049834,77.543948,1,21,31,18:45,Tuesday,Sunny,Medium,29,9916,Residential,542,19,3,60,129,86,Yes,R02
8992,BS033,13.038227,77.52433,15,25,57,09:30,Friday,Rainy,High,22,7398,Residential,698,11,2,36,236,51,Yes,R01
8993,BS028,13.008554,77.562388,0,19,30,18:00,Friday,Cloudy,Low,9,4173,Residential,473,11,4,57,456,39,Yes,R02
8994,BS046,13.033656,77.500932,2,1,30,08:45,Monday,Cloudy,Medium,24,3600,Residential,337,12,6,45,474,75,Yes,R03
8995,BS022,13.048091,77.511733,29,16,56,12:00,Sunday,Sunny,Medium,24,6921,Commercial,258,9,8,52,205,53,No,R03
8996,BS012,13.070016,77.553372,33,18,79,09:00,Tuesday,Rainy,High,28,5753,Mixed,523,5,9,38,51,40,Yes,R02
8997,BS049,13.048601,77.496913,3,19,27,19:30,Thursday,Rainy,High,9,1274,Commercial,443,20,2,32,164,55,Yes,R03
8998,BS036,13.028066,77.506903,2,6,37,09:45,Monday,Rainy,Medium,16,11420,Institutional,399,5,11,22,336,26,Yes,R01
8999,BS024,13.041847,77.534615,17,26,54,12:45,Tuesday,Cloudy,High,25,10761,Commercial,618,12,15,23,249,33,No,R03
9000,BS017,13.021755,77.560631,5,20,35,07:45,Wednesday,Rainy,High,27,10979,Mixed,649,8,2,43,263,43,Yes,R03
9001,BS020,13.020026,77.507095,5,18,27,19:15,Wednesday,Rainy,High,19,6872,Residential,465,10,13,30,63,39,Yes,R03
9002,BS038,13.044271,77.512701,36,15,66,12:00,Saturday,Rainy,High,10,5100,Institutional,413,12,9,46,201,85,No,R02
9003,BS026,13.018069,77.495579,25,16,60,07:00,Friday,Sunny,Low,29,8334,Commercial,264,16,12,40,430,56,Yes,R03
9004,BS007,13.051428,77.546013,25,29,73,08:15,Thursday,Cloudy,Low,10,1687,Residential,259,6,9,31,109,96,Yes,R01
9005,BS011,13.059569,77.540437,7,28,62,19:30,Thursday,Cloudy,High,22,7585,Mixed,629,12,3,17,133,96,Yes,R02
9006,BS006,13.067769,77.545851,21,23,46,19:15,Sunday,Rainy,High,23,10889,Mixed,257,18,15,43,277,60,Yes,R02
9007,BS029,13.016024,77.566355,11,23,35,17:15,Monday,Cloudy,Low,24,3109,Residential,323,13,9,37,428,51,Yes,R02
9008,BS035,13.049651,77.491104,22,28,60,09:15,Sunday,Sunny,Low,25,1301,Mixed,633,10,15,49,212,93,Yes,R01
9009,BS031,13.016398,77.56913,29,30,71,12:15,Friday,Sunny,Low,18,2073,Mixed,577,7,10,56,125,77,No,R01
9010,BS048,13.0098,77.500933,18,14,50,12:00,Tuesday,Cloudy,High,15,10651,Residential,503,7,10,19,340,34,No,R01
9011,BS035,13.036619,77.53166,6,7,39,17:15,Wednesday,Cloudy,High,27,5496,Mixed,496,9,12,34,490,34,Yes,R03
9012,BS031,13.032412,77.538433,11,13,38,08:45,Tuesday,Rainy,Medium,9,8257,Commercial,270,5,13,59,339,69,Yes,R03
9013,BS033,13.030304,77.543267,33,4,51,09:15,Thursday,Sunny,High,27,9707,Mixed,699,18,2,29,165,46,Yes,R02
9014,BS047,13.034144,77.512365,13,9,52,18:15,Wednesday,Cloudy,High,12,2477,Residential,465,16,9,52,118,100,Yes,R01
9015,BS018,13.025274,77.552659,27,8,57,18:15,Thursday,Cloudy,High,25,8154,Residential,628,14,11,44,256,80,Yes,R01
9016,BS035,13.053793,77.515158,32,6,52,07:30,Tuesday,Sunny,Medium,27,11899,Commercial,639,20,12,15,128,66,Yes,R03
9017,BS019,13.066448,77.513595,34,19,78,08:15,Tuesday,Sunny,Low,28,7197,Commercial,490,9,10,42,420,85,Yes,R02
9018,BS029,13.055415,77.508191,17,11,39,07:15,Friday,Rainy,Low,10,5828,Institutional,322,8,11,17,376,54,Yes,R01
9019,BS025,13.029153,77.503005,25,28,72,08:15,Friday,Cloudy,Medium,9,6441,Residential,552,13,11,31,428,43,Yes,R03
9020,BS044,13.045639,77.518543,21,26,71,09:00,Saturday,Rainy,Low,21,2940,Mixed,505,10,8,60,465,20,Yes,R02
9021,BS010,13.027289,77.524985,37,20,71,09:45,Sunday,Cloudy,High,17,6180,Residential,451,19,9,48,430,55,Yes,R03
9022,BS026,13.02793,77.542813,7,17,52,12:30,Thursday,Sunny,Medium,20,9455,Mixed,624,17,5,54,295,64,No,R03
9023,BS033,13.064862,77.564603,9,2,40,19:00,Monday,Rainy,Medium,29,10979,Commercial,439,17,9,49,500,37,Yes,R02
9024,BS012,13.070163,77.547592,23,13,45,08:15,Monday,Cloudy,Low,9,1468,Mixed,522,11,2,49,306,59,Yes,R02
9025,BS042,13.068781,77.539156,7,3,21,12:30,Friday,Sunny,High,15,8495,Commercial,679,14,12,40,216,51,No,R03
9026,BS037,13.00012,77.553051,12,28,41,17:30,Thursday,Cloudy,Medium,8,2143,Institutional,603,12,10,47,214,69,Yes,R02
9027,BS008,13.048688,77.517877,24,11,46,18:30,Wednesday,Rainy,High,22,2475,Institutional,586,10,4,49,319,65,Yes,R01
9028,BS050,13.051404,77.542758,29,16,56,08:30,Thursday,Sunny,Low,9,6370,Mixed,256,10,8,35,101,95,Yes,R02
9029,BS010,13.019072,77.494751,2,23,41,09:45,Tuesday,Sunny,Low,12,6591,Residential,316,11,13,18,377,61,Yes,R03
9030,BS010,13.025298,77.542328,38,17,80,09:45,Thursday,Cloudy,High,24,2731,Institutional,269,12,15,47,81,96,Yes,R03
9031,BS040,13.039277,77.514587,28,24,69,18:30,Thursday,Sunny,Medium,16,9598,Mixed,636,5,12,36,453,94,Yes,R03
9032,BS031,13.04254,77.520709,22,12,56,18:00,Friday,Sunny,Medium,17,10516,Commercial,465,15,10,46,237,74,Yes,R01
9033,BS003,13.05068,77.500383,27,0,32,19:30,Saturday,Rainy,Medium,15,9307,Commercial,557,19,12,35,376,37,Yes,R03
9034,BS042,13.039398,77.50365,38,12,60,07:00,Monday,Sunny,Low,17,9913,Mixed,376,13,9,32,236,24,Yes,R01
9035,BS028,13.060401,77.522077,1,2,14,18:45,Friday,Sunny,Low,25,7333,Residential,394,10,4,57,69,42,Yes,R02
9036,BS008,13.009309,77.538839,34,7,58,07:15,Friday,Cloudy,High,8,9978,Mixed,651,5,12,56,73,58,Yes,R01
9037,BS011,13.062133,77.554183,15,9,45,09:15,Wednesday,Rainy,High,23,11931,Mixed,586,5,13,58,332,82,Yes,R02
9038,BS008,13.028044,77.54036,22,12,41,07:30,Saturday,Rainy,Medium,10,5704,Residential,424,13,3,58,129,84,Yes,R03
9039,BS018,13.032484,77.54403,32,30,79,19:00,Friday,Sunny,High,18,6811,Commercial,336,19,12,16,229,87,Yes,R02
9040,BS018,13.048754,77.562391,34,3,57,19:00,Saturday,Sunny,High,19,1521,Mixed,350,18,9,25,243,69,Yes,R01
9041,BS021,13.008436,77.565437,5,20,46,12:15,Sunday,Sunny,High,18,1336,Institutional,427,8,2,36,380,87,No,R03
9042,BS006,13.060263,77.566351,18,24,61,09:15,Tuesday,Rainy,High,14,1102,Mixed,312,15,14,52,476,86,Yes,R02
9043,BS016,13.040929,77.529462,2,28,39,08:45,Thursday,Sunny,Low,15,4099,Mixed,663,9,8,58,156,37,Yes,R01
9044,BS042,13.03682,77.527792,21,18,56,08:15,Tuesday,Rainy,Medium,15,8800,Residential,675,17,15,58,406,81,Yes,R02
9045,BS041,13.073209,77.527056,23,1,34,17:45,Monday,Sunny,Medium,12,6326,Residential,508,6,14,45,319,25,Yes,R03
9046,BS049,13.040217,77.568913,1,15,26,09:30,Thursday,Cloudy,High,13,4157,Institutional,521,11,2,57,219,25,Yes,R02
9047,BS033,13.04324,77.560306,32,21,70,09:30,Sunday,Sunny,High,17,6064,Mixed,497,19,12,48,468,48,Yes,R03
9048,BS019,13.071326,77.50543,15,14,41,08:45,Monday,Cloudy,High,16,3605,Residential,491,15,9,26,186,32,Yes,R03
9049,BS022,13.038903,77.513917,0,7,17,19:45,Wednesday,Cloudy,Medium,24,11133,Residential,507,12,15,33,143,87,Yes,R01
9050,BS001,13.065287,77.541066,35,14,73,19:15,Monday,Rainy,High,10,7918,Institutional,362,11,7,46,314,93,Yes,R03
9051,BS023,13.012405,77.551377,1,16,29,17:45,Friday,Sunny,Low,30,11663,Institutional,490,9,4,29,338,99,Yes,R02
9052,BS044,13.05269,77.509958,6,13,32,18:45,Friday,Cloudy,Medium,14,2865,Residential,347,15,2,18,387,25,Yes,R03
9053,BS019,13.040469,77.562953,2,6,19,19:15,Friday,Rainy,Medium,16,8489,Mixed,650,18,13,47,416,66,Yes,R03
9054,BS042,13.01342,77.566697,34,15,72,19:00,Saturday,Cloudy,Low,24,8889,Institutional,293,9,4,35,430,51,Yes,R02
9055,BS018,13.050343,77.565217,16,9,32,18:30,Thursday,Sunny,Medium,11,11597,Residential,618,9,11,15,113,80,Yes,R01
9056,BS018,13.063695,77.521076,13,3,41,19:00,Tuesday,Cloudy,Medium,16,6559,Residential,598,16,13,16,434,28,Yes,R01
9057,BS038,13.070058,77.491152,35,11,58,17:00,Saturday,Rainy,High,13,11799,Residential,611,17,12,44,78,81,Yes,R01
9058,BS007,13.026517,77.539181,29,4,57,09:00,Saturday,Rainy,Medium,29,7420,Residential,602,13,8,47,402,81,Yes,R03
9059,BS002,13.045333,77.541931,26,24,72,17:45,Wednesday,Sunny,Medium,21,4957,Residential,554,19,5,16,459,59,Yes,R01
9060,BS039,13.019168,77.540104,34,0,59,18:30,Sunday,Rainy,Low,30,2376,Residential,365,17,14,24,80,50,Yes,R02
9061,BS033,13.010642,77.498656,5,29,46,07:45,Wednesday,Rainy,High,20,9401,Institutional,301,14,3,35,325,72,Yes,R03
9062,BS036,13.010229,77.523222,17,25,65,09:00,Monday,Cloudy,Low,30,8004,Commercial,461,9,3,16,165,93,Yes,R01
9063,BS026,13.053673,77.528617,37,3,57,18:15,Saturday,Cloudy,High,19,7354,Commercial,622,12,9,49,176,27,Yes,R02
9064,BS049,13.060144,77.490955,38,8,48,08:00,Tuesday,Cloudy,High,27,10715,Institutional,565,5,13,26,103,71,Yes,R03
9065,BS047,13.005493,77.556762,26,14,44,12:30,Thursday,Cloudy,Low,22,8056,Mixed,576,11,2,42,316,36,No,R02
9066,BS044,13.001622,77.534102,24,2,29,09:45,Wednesday,Sunny,Medium,24,7846,Commercial,636,15,5,37,436,70,Yes,R01
9067,BS029,13.066834,77.492582,7,2,18,09:45,Saturday,Cloudy,Medium,8,8846,Mixed,396,20,7,58,150,56,Yes,R03
9068,BS007,13.023744,77.521046,23,27,54,09:30,Sunday,Cloudy,High,23,2707,Residential,355,8,7,39,250,48,Yes,R01
9069,BS035,13.046194,77.533496,27,0,28,18:15,Monday,Sunny,High,10,6859,Institutional,517,9,7,35,489,26,Yes,R03
9070,BS018,13.076185,77.513715,27,4,37,09:30,Monday,Sunny,Low,24,2264,Mixed,663,17,10,40,452,60,Yes,R01
9071,BS008,13.053126,77.506099,25,28,69,18:45,Sunday,Cloudy,Low,28,11663,Residential,645,12,13,41,368,31,Yes,R01
9072,BS048,13.008,77.535089,27,8,43,09:30,Thursday,Rainy,High,19,2865,Commercial,303,10,5,24,435,61,Yes,R03
9073,BS043,13.03862,77.500082,20,19,54,12:45,Wednesday,Sunny,Medium,24,3410,Commercial,669,12,14,56,456,23,No,R01
9074,BS022,13.074717,77.562599,17,22,48,18:30,Saturday,Cloudy,Medium,28,9582,Commercial,308,10,7,59,368,99,Yes,R01
9075,BS019,13.016596,77.492977,15,16,43,18:30,Wednesday,Sunny,High,30,3281,Mixed,276,13,6,47,315,80,Yes,R01
9076,BS038,13.022915,77.560937,34,15,51,18:00,Sunday,Cloudy,Medium,9,6095,Institutional,283,9,3,51,218,29,Yes,R03
9077,BS049,13.050665,77.556955,11,13,47,08:15,Wednesday,Rainy,Medium,20,5473,Residential,476,19,14,50,76,51,Yes,R03
9078,BS023,13.017134,77.517908,17,8,26,08:45,Friday,Rainy,Low,24,7947,Institutional,396,19,4,40,356,75,Yes,R03
9079,BS023,13.049767,77.504032,5,29,34,09:00,Saturday,Cloudy,Medium,26,2117,Institutional,382,12,10,31,206,27,Yes,R02
9080,BS034,13.073304,77.492263,5,2,16,08:30,Thursday,Rainy,Medium,10,4519,Institutional,549,11,2,35,234,71,Yes,R02
9081,BS030,13.078381,77.559868,6,6,21,07:30,Saturday,Sunny,Medium,22,5149,Commercial,626,14,8,30,301,21,Yes,R02
9082,BS041,13.000301,77.527175,12,29,61,17:30,Friday,Cloudy,Low,19,7341,Mixed,306,14,2,45,62,22,Yes,R01
9083,BS018,13.0062,77.536139,33,18,81,17:45,Wednesday,Rainy,Medium,8,3441,Commercial,369,5,6,16,262,58,Yes,R01
9084,BS020,13.039614,77.527943,2,21,45,19:00,Friday,Cloudy,High,12,11596,Mixed,573,10,11,42,339,35,Yes,R03
9085,BS027,13.059034,77.539273,0,13,43,07:45,Sunday,Rainy,Low,24,4333,Mixed,384,5,15,41,235,41,Yes,R03
9086,BS027,13.012463,77.50848,27,4,33,09:00,Friday,Sunny,High,20,3541,Institutional,277,12,13,21,265,60,Yes,R01
9087,BS001,13.013139,77.544656,19,20,66,17:15,Wednesday,Sunny,Medium,9,8680,Residential,285,19,9,29,55,43,Yes,R02
9088,BS008,13.016774,77.495055,34,26,70,17:45,Monday,Sunny,High,19,5103,Mixed,442,10,2,60,250,55,Yes,R03
9089,BS034,13.04629,77.500172,6,25,61,19:30,Thursday,Rainy,Low,22,11366,Commercial,680,13,8,18,399,96,Yes,R01
9090,BS032,13.035025,77.524196,25,30,55,18:15,Tuesday,Sunny,Medium,25,10104,Mixed,413,12,12,22,348,72,Yes,R01
9091,BS035,13.063098,77.530601,27,2,39,09:00,Wednesday,Cloudy,High,30,1714,Mixed,448,14,3,47,432,79,Yes,R03
9092,BS015,13.075488,77.520997,27,20,65,19:30,Tuesday,Cloudy,Medium,20,6224,Institutional,697,17,2,56,130,60,Yes,R02
9093,BS006,13.071568,77.566464,25,7,57,08:00,Wednesday,Rainy,Medium,18,4350,Residential,652,11,12,37,260,69,Yes,R02
9094,BS005,13.061749,77.537514,13,8,38,17:15,Friday,Cloudy,Low,20,4363,Institutional,378,7,3,15,386,58,Yes,R01
9095,BS028,13.013332,77.503922,28,29,76,09:00,Tuesday,Rainy,High,9,8993,Commercial,411,11,14,21,317,34,Yes,R03
9096,BS037,13.064335,77.50612,21,0,23,07:15,Friday,Sunny,Low,17,9685,Mixed,419,6,2,39,179,40,Yes,R01
9097,BS007,13.064048,77.507287,22,14,41,12:00,Wednesday,Sunny,Medium,23,7339,Mixed,496,19,15,23,273,94,No,R01
9098,BS038,13.0778,77.530087,35,3,40,07:00,Monday,Sunny,Medium,14,5979,Commercial,688,20,10,38,421,25,Yes,R03
9099,BS023,13.036317,77.520729,40,7,65,19:00,Saturday,Rainy,High,20,1898,Residential,642,13,3,21,67,66,Yes,R02
9100,BS039,13.072465,77.563518,9,29,42,09:00,Monday,Cloudy,Medium,15,11148,Mixed,697,6,5,25,368,59,Yes,R03
9101,BS019,13.068836,77.511979,19,7,54,19:45,Thursday,Sunny,Low,13,7313,Institutional,613,17,13,60,114,40,Yes,R02
9102,BS040,13.056394,77.497123,0,0,16,09:00,Wednesday,Sunny,Medium,25,11521,Institutional,490,18,8,23,196,79,Yes,R02
9103,BS019,13.046289,77.556954,6,19,33,12:15,Saturday,Cloudy,High,10,2775,Institutional,447,18,12,29,377,55,No,R03
9104,BS030,13.03625,77.564791,15,7,39,18:30,Saturday,Sunny,Low,15,9206,Mixed,666,19,4,29,294,92,Yes,R01
9105,BS003,13.024434,77.519518,24,23,58,08:15,Saturday,Sunny,High,15,11638,Mixed,488,17,4,44,187,61,Yes,R03
9106,BS041,13.07891,77.500114,3,24,42,18:15,Tuesday,Sunny,High,27,2959,Commercial,500,12,13,27,227,37,Yes,R01
9107,BS007,13.055524,77.525104,16,21,67,07:00,Tuesday,Cloudy,High,14,7401,Residential,652,17,6,46,375,51,Yes,R03
9108,BS013,13.063296,77.529322,12,11,48,09:15,Tuesday,Cloudy,Low,28,4964,Residential,385,8,9,16,499,95,Yes,R02
9109,BS016,13.001624,77.527445,5,28,57,07:00,Monday,Sunny,Medium,20,2779,Residential,560,12,14,56,78,66,Yes,R01
9110,BS047,13.019889,77.538873,5,2,13,19:30,Tuesday,Sunny,Medium,12,10098,Institutional,500,18,12,47,462,100,Yes,R03
9111,BS015,13.073027,77.562225,33,30,70,07:00,Saturday,Cloudy,High,20,3981,Commercial,574,15,10,35,382,94,Yes,R01
9112,BS012,13.078686,77.547617,6,16,36,19:00,Wednesday,Rainy,Low,8,4187,Institutional,305,5,6,34,121,56,Yes,R01
9113,BS007,13.073911,77.548511,20,8,47,17:30,Tuesday,Cloudy,Medium,11,5872,Commercial,682,16,5,20,269,42,Yes,R02
9114,BS045,13.005865,77.549312,35,11,57,07:45,Thursday,Rainy,Medium,20,4659,Mixed,649,5,11,17,252,24,Yes,R03
9115,BS010,13.007736,77.493379,4,2,29,19:45,Saturday,Cloudy,Low,27,1233,Mixed,619,13,11,46,210,84,Yes,R02
9116,BS003,13.039019,77.4943,34,19,79,17:15,Wednesday,Cloudy,Low,23,9710,Institutional,670,6,7,20,382,27,Yes,R01
9117,BS016,13.044668,77.563364,2,11,34,17:00,Sunday,Sunny,Low,25,6865,Residential,637,14,9,53,131,23,Yes,R02
9118,BS018,13.006558,77.498973,27,6,58,19:00,Wednesday,Cloudy,High,12,8537,Commercial,647,15,11,54,71,36,Yes,R01
9119,BS019,13.003344,77.547455,7,1,21,17:00,Saturday,Cloudy,Medium,26,4202,Institutional,673,19,7,40,282,58,Yes,R03
9120,BS013,13.074309,77.535781,30,28,77,09:30,Sunday,Cloudy,High,19,6979,Institutional,293,17,2,59,330,71,Yes,R01
9121,BS030,13.062616,77.505521,4,15,35,19:00,Sunday,Sunny,Medium,9,1401,Commercial,614,7,3,16,105,69,Yes,R01
9122,BS017,13.019251,77.537073,33,1,52,07:30,Sunday,Sunny,Medium,19,10812,Mixed,307,19,2,60,495,43,Yes,R01
9123,BS005,13.055805,77.540407,26,14,41,17:30,Saturday,Rainy,High,14,7327,Residential,357,19,9,46,314,55,Yes,R01
9124,BS049,13.063914,77.522623,6,19,34,19:30,Monday,Rainy,High,14,4605,Institutional,512,19,12,55,463,61,Yes,R02
9125,BS046,13.032701,77.513201,7,4,22,17:15,Tuesday,Rainy,High,26,8477,Mixed,554,16,12,34,349,34,Yes,R03
9126,BS030,13.023907,77.56282,4,29,40,12:15,Tuesday,Rainy,Medium,18,11162,Commercial,625,5,6,16,221,74,No,R02
9127,BS025,13.044979,77.540371,2,15,32,18:30,Friday,Sunny,Medium,9,11498,Institutional,521,14,14,38,232,51,Yes,R01
9128,BS018,13.025126,77.531164,30,6,37,08:15,Friday,Cloudy,Low,26,8978,Commercial,555,9,4,33,254,23,Yes,R02
9129,BS023,13.004253,77.515802,23,6,52,08:30,Wednesday,Cloudy,Low,18,7818,Residential,474,19,11,37,338,82,Yes,R01
9130,BS006,13.069548,77.547394,27,20,50,18:30,Tuesday,Cloudy,Low,13,2763,Institutional,359,8,7,31,414,43,Yes,R02
